book_id,isbn,isbn13,authors,publication_year,title,language_code,average_rating,ratings_count,image_url
497,393315053,9780393315060,"Kenneth Branagh, William Shakespeare",1996,"Hamlet: Screenplay, Introduction And Film Diary",eng,4.12,156869,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
498,307348245,9780307348240,Stephen King,1981,Cujo,spa,3.65,158215,https://images.gr-assets.com/books/1394208144m/10603.jpg  
499,747560595,9780747560590,Jeffrey Eugenides,1993,The Virgin Suicides,eng,3.83,159249,https://images.gr-assets.com/books/1319032910m/10956.jpg  
500,441012183,9780441012180,Charlaine Harris,2004,"Dead to the World (Sookie Stackhouse, #4)",eng,4.13,199572,https://images.gr-assets.com/books/1468561630m/140077.jpg  
501,141439599,9780141439590,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the D'Urbervilles,eng,3.77,171599,https://images.gr-assets.com/books/1497218117m/32261.jpg  
502,192840398,9780192840390,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary,eng,3.64,158877,https://images.gr-assets.com/books/1335676143m/2175.jpg  
503,394820371,9780394820380,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth,en-US,4.22,178432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
504,765326353,9780765326360,Brandon Sanderson,2010,"The Way of Kings (The Stormlight Archive, #1)",eng,4.64,144822,https://images.gr-assets.com/books/1388184640m/7235533.jpg  
505,1841493015,9781841493020,Charlaine Harris,2003,"Club Dead (Sookie Stackhouse, #3)",en-GB,4.03,181323,https://images.gr-assets.com/books/1329501590m/140082.jpg  
506,765316889,9780765316880,Brandon Sanderson,2007,"The Well of Ascension (Mistborn, #2)",eng,4.35,150736,https://images.gr-assets.com/books/1480717596m/68429.jpg  
507,446617792,9780446617800,James Patterson,2005,"The Angel Experiment (Maximum Ride, #1)",eng,4.08,172302,https://images.gr-assets.com/books/1339277875m/13152.jpg  
508,1573225517,9781573225520,Nick Hornby,1995,High Fidelity,eng,3.94,134849,https://images.gr-assets.com/books/1327928082m/285092.jpg  
509,446696110,9780446696110,Nicholas Sparks,2003,The Guardian,en-US,4.14,136427,https://images.gr-assets.com/books/1388195339m/15925.jpg  
510,385721676,9780385721680,Margaret Atwood,2003,"Oryx and Crake (MaddAddam, #1)",eng,4,151500,https://images.gr-assets.com/books/1494109986m/46756.jpg  
511,60574216,9780060574220,John Gray,1998,"Men Are from Mars, Women Are from Venus",en-US,3.52,113915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
512,60899220,9780060899230,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly,eng,4,134177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
513,99244721,9780099244720,Michael Crichton,1999,Timeline,en-US,3.83,148563,https://images.gr-assets.com/books/1405420745m/7669.jpg  
514,486266893,9780486266890,Voltaire,1759,Candide,eng,3.76,151471,https://images.gr-assets.com/books/1345060082m/19380.jpg  
515,374480095,9780374480100,Natalie Babbitt,1975,Tuck Everlasting,eng,3.85,174280,https://images.gr-assets.com/books/1445184695m/84981.jpg  
516,2253147699,9782253147700,"Stephen King, Marie Milpois",1983,Christine,fre,3.72,151160,https://images.gr-assets.com/books/1327270815m/10629.jpg  
517,1713221,9780001713220,P.D. Eastman,1960,Are You My Mother?,eng,4.16,174204,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
518,312642962,9780312642970,Marissa Meyer,2013,"Scarlet (The Lunar Chronicles, #2)",eng,4.3,193766,https://images.gr-assets.com/books/1470056982m/13206760.jpg  
519,751532711,9780751532720,Robert T. Kiyosaki,1997,"Rich Dad, Poor Dad",eng,3.95,153764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
520,1442426640,9781442426640,Becca Fitzpatrick,2011,"Silence (Hush, Hush, #3)",eng,4.16,190722,https://images.gr-assets.com/books/1362408152m/10637766.jpg  
521,670020559,9780670020550,Lev Grossman,2009,The Magicians (The Magicians #1),eng,3.47,147908,https://images.gr-assets.com/books/1313772941m/6101718.jpg  
522,1421501686,9781421501680,"Tsugumi Ohba, Takeshi Obata",2004,"Death Note, Vol. 1: Boredom (Death Note, #1)",eng,4.42,139501,https://images.gr-assets.com/books/1419952134m/13615.jpg  
523,689875347,9780689875340,Libba Bray,2003,"A Great and Terrible Beauty (Gemma Doyle, #1)",eng,3.79,173613,https://images.gr-assets.com/books/1284558475m/3682.jpg  
524,60529709,9780060529700,Jonathan Safran Foer,2002,Everything Is Illuminated,eng,3.9,131492,https://images.gr-assets.com/books/1479774440m/256566.jpg  
525,752863886,9780752863890,Robert Ludlum,1986,"The Bourne Supremacy (Jason Bourne, #2)",en-US,4.09,142168,https://images.gr-assets.com/books/1335860600m/15769.jpg  
526,425266745,9780425266750,Tammara Webber,2012,"Easy (Contours of the Heart, #1)",en-CA,4.11,133937,https://images.gr-assets.com/books/1349370267m/16056408.jpg  
527,140439447,9780140439440,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,eng,3.96,150512,https://images.gr-assets.com/books/1461452762m/58696.jpg  
528,316013684,9780316013680,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian,eng,4.11,160607,https://images.gr-assets.com/books/1327908992m/693208.jpg  
529,679760806,9780679760800,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,The Master and Margarita,eng,4.32,131389,https://images.gr-assets.com/books/1327867963m/117833.jpg  
530,553383043,9780553383040,Ursula K. Le Guin,1968,"A Wizard of Earthsea (Earthsea Cycle, #1)",en-US,3.99,155042,https://images.gr-assets.com/books/1353424536m/13642.jpg  
531,763616052,9780763616050,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie,eng,4,154476,https://images.gr-assets.com/books/1456871914m/357664.jpg  
532,743253973,9780743253970,John Knowles,1959,A Separate Peace,en-US,3.56,155901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
533,385339607,9780385339600,John Grisham,1995,The Rainmaker,eng,3.91,137412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
534,142437239,9780142437230,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quixote,eng,3.85,134931,https://images.gr-assets.com/books/1364958765m/3836.jpg  
535,6480098,9780006480100,Robin Hobb,1995,"Assassin's Apprentice (Farseer Trilogy, #1)",eng,4.14,132777,https://images.gr-assets.com/books/1320339497m/45107.jpg  
536,345418921,9780345418920,Douglas Adams,1980,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",eng,4.22,153838,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
537,385739141,9780385739150,Lauren Kate,2010,"Torment (Fallen, #2)",eng,3.89,174393,https://images.gr-assets.com/books/1362339749m/7740152.jpg  
538,723247706,9780723247710,Beatrix Potter,1901,The Tale of Peter Rabbit,eng,4.17,162373,https://images.gr-assets.com/books/1485118382m/19321.jpg  
539,64405044,9780064405040,"C.S. Lewis, Pauline Baynes",1953,"The Silver Chair (Chronicles of Narnia, #4)",eng,3.95,170453,https://images.gr-assets.com/books/1336139237m/65641.jpg  
540,765316897,9780765316900,Brandon Sanderson,2008,"The Hero of Ages (Mistborn, #3)",eng,4.46,143622,https://images.gr-assets.com/books/1480717763m/2767793.jpg  
541,679746048,9780679746040,Susanna Kaysen,1993,"Girl, Interrupted",eng,3.9,145161,https://images.gr-assets.com/books/1475482930m/68783.jpg  
542,743278909,9780743278900,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull,en-US,3.8,133728,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
543,1481426303,9781481426300,Cassandra Clare,2014,"City of Heavenly Fire (The Mortal Instruments, #6)",eng,4.48,177796,https://images.gr-assets.com/books/1460477794m/8755785.jpg  
544,920668372,9780920668380,"Robert Munsch, Sheila McGraw",1986,Love You Forever,en-GB,4.34,159703,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
545,1416524517,9781416524520,Stephen King,2006,Cell,en-US,3.64,144591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
546,618391118,9780618391110,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion (Middle-Earth Universe),eng,3.87,134106,https://images.gr-assets.com/books/1336502583m/7332.jpg  
547,451210859,9780451210850,Stephen King,1987,"The Drawing of the Three (The Dark Tower, #2)",eng,4.23,139052,https://images.gr-assets.com/books/1370918050m/5094.jpg  
548,330449605,9780330449600,Kate Morton,2008,The Forgotten Garden,en-GB,4.12,138377,https://images.gr-assets.com/books/1455283767m/3407877.jpg  
549,99428644,9780099428640,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,The Trial,eng,3.98,131856,https://images.gr-assets.com/books/1320399438m/17690.jpg  
550,142501557,9780142501560,Sarah Dessen,2002,This Lullaby,eng,4.03,151829,https://images.gr-assets.com/books/1397779294m/22205.jpg  
551,743275012,9780743275020,Jodi Picoult,2000,Plain Truth,eng,3.97,128406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
552,385523386,9780385523390,Piper Kerman,2010,Orange Is the New Black,eng,3.7,127186,https://images.gr-assets.com/books/1320520714m/6314763.jpg  
553,451528018,9780451528020,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,eng,4.09,154517,https://images.gr-assets.com/books/1355929358m/8921.jpg  
554,374275637,9780374275630,Daniel Kahneman,2011,"Thinking, Fast and Slow",eng,4.08,136950,https://images.gr-assets.com/books/1317793965m/11468377.jpg  
555,345350499,9780345350500,Marion Zimmer Bradley,1982,"The Mists of Avalon (Avalon, #1)",eng,4.12,157736,https://images.gr-assets.com/books/1388857089m/402045.jpg  
556,689841582,9780689841580,Judy Blume,1970,"Are You There God? It's Me, Margaret",eng,3.89,151789,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
557,446612707,9780553813950,Nicholas Sparks,2002,Nights in Rodanthe,eng,3.82,129807,https://images.gr-assets.com/books/1328145638m/15926.jpg  
558,1476754454,9781476754450,Stephen King,2014,"Mr. Mercedes (Bill Hodges Trilogy, #1)",eng,3.92,125847,https://images.gr-assets.com/books/1468705326m/18775247.jpg  
559,441014941,9780441014940,Charlaine Harris,2007,"All Together Dead (Sookie Stackhouse, #7)",eng,4.05,162689,https://images.gr-assets.com/books/1417964062m/140075.jpg  
560,375706771,9780375706780,Chris Bohjalian,1997,Midwives,en-US,3.97,133155,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
561,395389496,9780395389490,Chris Van Allsburg,1985,The Polar Express,en-US,4.29,168001,https://images.gr-assets.com/books/1356707942m/420282.jpg  
562,140544518,9780140544510,"Jon Scieszka, Lane Smith",1989,The True Story of the 3 Little Pigs,en-GB,4.29,141945,https://images.gr-assets.com/books/1327884731m/125507.jpg  
563,425134350,9780425134350,Tom Clancy,1987,"Patriot Games (Jack Ryan Universe, #2)",eng,4.11,141674,https://images.gr-assets.com/books/1328007145m/32682.jpg  
564,61124265,9780061124270,"Paulo Coelho, Margaret Jull Costa",1998,Veronika Decides to Die,eng,3.69,111856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
565,385349947,9780385349950,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead",eng,3.94,135635,https://images.gr-assets.com/books/1364250803m/16071764.jpg  
566,441013333,9780441013330,Charlaine Harris,2005,"Dead as a Doornail (Sookie Stackhouse, #5)",eng,4.01,169560,https://images.gr-assets.com/books/1468562419m/170210.jpg  
567,62085484,9780062085480,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)",en-US,4.01,176433,https://images.gr-assets.com/books/1310649047m/10429045.jpg  
568,441783589,9780441783590,Robert A. Heinlein,1959,Starship Troopers,en-CA,3.99,136886,https://images.gr-assets.com/books/1406457252m/17214.jpg  
569,385342063,9780385342060,Sophie Kinsella,2011,I've Got Your Number,eng,3.93,144533,https://images.gr-assets.com/books/1327956732m/12033455.jpg  
570,1857993284,9781857993290,"Jostein Gaarder, Paulette Møller",1991,Sophie's World,eng,3.88,109692,https://images.gr-assets.com/books/1343459906m/10959.jpg  
571,316134112,9780316134120,Mark Cotta Vaz,2011,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",eng,4.3,188136,https://images.gr-assets.com/books/1327904795m/11260526.jpg  
572,553278223,9780553278220,Ray Bradbury,1950,The Martian Chronicles,en-US,4.12,143236,https://images.gr-assets.com/books/1374049948m/76778.jpg  
573,307592839,9780307592840,Jennifer Egan,2010,A Visit from the Goon Squad,eng,3.64,120126,https://images.gr-assets.com/books/1356844046m/7331435.jpg  
574,753454947,9780753454950,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi,eng,3.97,144497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
575,7202326,9780007202320,C.S. Lewis,1956,"The Last Battle (Chronicles of Narnia, #7)",eng,4.02,158701,https://images.gr-assets.com/books/1308814830m/84369.jpg  
576,525950079,9780525950070,Ken Follett,2007,"World Without End (The Kingsbridge Series, #2)",eng,4.23,128715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
577,312360304,9780312360310,"P.C. Cast, Kristin Cast",2008,"Chosen (House of Night, #3)",en-US,3.9,180961,https://images.gr-assets.com/books/1393192825m/1326258.jpg  
578,60874163,9780060874160,Alex Flinn,2007,"Beastly (Beastly, #1; Kendra Chronicles, #1)",eng,3.84,150003,https://images.gr-assets.com/books/1334260193m/544891.jpg  
579,140424385,9780140424390,"Geoffrey Chaucer, Nevill Coghill",1390,The Canterbury Tales,eng,3.48,148480,https://images.gr-assets.com/books/1261208589m/2696.jpg  
580,312348649,9780312348650,Emily Giffin,2006,Baby Proof,en-US,3.71,124371,https://images.gr-assets.com/books/1361466583m/42149.jpg  
581,375856110,9780375856110,Christopher Paolini,2011,"Inheritance (The Inheritance Cycle, #4)",en-US,4.08,146905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
582,307593312,9780307593310,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,1Q84,eng,3.89,125195,https://images.gr-assets.com/books/1483103331m/10357575.jpg  
583,1840224029,9781840224020,Harriet Beecher Stowe,1852,Uncle Tom's Cabin,eng,3.83,137858,https://images.gr-assets.com/books/1414349231m/46787.jpg  
584,60809248,9780060809250,"Gaston Leroux, Alexander Teixeira de Mattos",1909,The Phantom of the Opera,eng,3.97,141110,https://images.gr-assets.com/books/1327867727m/480204.jpg  
585,441014917,9780441014910,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)",en-US,4.02,163054,https://images.gr-assets.com/books/1468562748m/140079.jpg  
586,156007754,9780156007760,"José Saramago, Giovanni Pontiero",1995,Blindness,en-US,4.08,98738,https://images.gr-assets.com/books/1327866409m/2526.jpg  
587,374158460,9780374158460,Jonathan Franzen,2010,Freedom,en-US,3.73,119213,https://images.gr-assets.com/books/1316729686m/7905092.jpg  
588,142421715,9780142421710,Ally Condie,2011,"Crossed (Matched, #2)",eng,3.52,100886,https://images.gr-assets.com/books/1374335939m/15812814.jpg  
589,1423100034,9781423100030,Ally Carter,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",en-US,3.82,150222,https://images.gr-assets.com/books/1334491180m/852470.jpg  
590,1416562591,9781416562600,Aravind Adiga,2008,The White Tiger,eng,3.71,114531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
591,1841156736,9781841156740,Jonathan Franzen,2001,The Corrections,eng,3.78,117657,https://images.gr-assets.com/books/1355011305m/3805.jpg  
592,1921351438,9781921351430,Barack Obama,1995,Dreams from My Father: A Story of Race and Inheritance,eng,3.81,128961,https://images.gr-assets.com/books/1352340675m/88061.jpg  
593,60541830,9780060541840,Michael Crichton,1980,Congo,eng,3.55,129811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
594,689711735,9780689711730,"Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",en-CA,4.22,146073,https://images.gr-assets.com/books/1405259744m/46677.jpg  
595,618101365,9780618101370,Jhumpa Lahiri,1999,Interpreter of Maladies,eng,4.12,110651,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
596,60838655,9780060838650,Howard Zinn,1980,A People's History of the United States,eng,4.07,137372,https://images.gr-assets.com/books/1494279423m/2767.jpg  
597,679745653,9780679745660,Truman Capote,1958,Breakfast at Tiffany's,eng,3.89,129778,https://images.gr-assets.com/books/1477015353m/251688.jpg  
598,345504968,9780345504970,Justin Cronin,2010,"The Passage (The Passage, #1)",eng,4.04,126993,https://images.gr-assets.com/books/1327874267m/6690798.jpg  
599,60515198,9780060515200,Neil Gaiman,2005,Anansi Boys,eng,4,137639,https://images.gr-assets.com/books/1479778049m/2744.jpg  
600,670011940,9780670011940,Sarah Dessen,2009,Along for the Ride,eng,4.08,151721,https://images.gr-assets.com/books/1479692098m/5664985.jpg  
601,553383809,9780553383800,"Isabel Allende, Magda Bogin",1982,The House of the Spirits,en-US,4.2,119930,https://images.gr-assets.com/books/1358615501m/9328.jpg  
602,451155750,9780451155760,Stephen King,1979,The Dead Zone,en-US,3.9,132723,https://images.gr-assets.com/books/1283509622m/11573.jpg  
603,646418432,9780646418440,"Agatha Christie, Ροζίτα Σώκου",1920,"The Mysterious Affair at Styles (Hercule Poirot, #1)",eng,3.98,135514,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
604,425200450,9780425200450,Agatha Christie,1934,"Murder on the Orient Express (Hercule Poirot, #10)",eng,4.16,138444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
605,307271080,9780307271080,Chimamanda Ngozi Adichie,2013,Americanah,eng,4.26,113252,https://images.gr-assets.com/books/1356654499m/15796700.jpg  
606,446611085,9780446611080,James Patterson,2001,Suzanne's Diary for Nicholas,eng,4.16,121398,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
607,451167805,9780451167800,Stephen King,1980,Firestarter,eng,3.85,142213,https://images.gr-assets.com/books/1394208032m/233667.jpg  
608,425263924,9780425263920,Sylvia Day,2013,"Entwined with You (Crossfire, #3)",eng,4.19,141641,https://images.gr-assets.com/books/1362526983m/15731779.jpg  
609,307266303,9780307266310,Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",eng,4.27,109642,https://images.gr-assets.com/books/1320531983m/6289283.jpg  
610,1616203218,9781616203210,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,eng,3.98,115393,https://images.gr-assets.com/books/1404582137m/18293427.jpg  
611,590133373,9780590133370,Ludwig Bemelmans,1939,Madeline,en-GB,4.22,156726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
612,1585424331,9781585424340,Napoleon Hill,1937,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,eng,4.17,87445,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
613,60885378,9780060885370,"Laura Ingalls Wilder, Garth Williams",1932,"Little House in the Big Woods (Little House, #1)",eng,4.16,165127,https://images.gr-assets.com/books/1475195170m/8337.jpg  
614,765356155,9780765356150,Susanna Clarke,2004,Jonathan Strange & Mr Norrell,eng,3.8,133683,https://images.gr-assets.com/books/1357027589m/14201.jpg  
615,446696137,9780446696140,Nicholas Sparks,2001,A Bend in the Road,eng,4.02,116800,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
616,1423146727,9781423146730,Rick Riordan,2013,"The House of Hades (The Heroes of Olympus, #4)",eng,4.54,159774,https://images.gr-assets.com/books/1464201430m/12127810.jpg  
617,61448761,9780061448770,Michael  Grant,2008,"Gone (Gone, #1)",eng,3.85,144606,https://images.gr-assets.com/books/1357796831m/2536134.jpg  
618,446615862,9780446615860,Nicholas Sparks,2003,"The Wedding (The Notebook, #2)",en-US,3.98,118045,https://images.gr-assets.com/books/1385738787m/3466.jpg  
619,743226720,9780743226720,David McCullough,2005,1776,eng,4.06,130293,https://images.gr-assets.com/books/1306787560m/1067.jpg  
620,330419129,9780330419120,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,eng,3.98,112167,https://images.gr-assets.com/books/1356441391m/10847.jpg  
621,61928127,9780061928120,Jess Walter,2012,Beautiful Ruins,eng,3.67,116053,https://images.gr-assets.com/books/1338161553m/11447921.jpg  
622,307237699,9780307237700,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,en-US,3.69,110873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
623,743455967,9780743455960,Stephen King,1999,On Writing: A Memoir of the Craft,eng,4.31,131481,https://images.gr-assets.com/books/1436735207m/10569.jpg  
624,312364083,9780312364080,Kristin Hannah,2008,"Firefly Lane (Firefly Lane, #1)",en-US,4.04,121966,https://images.gr-assets.com/books/1362435448m/1472878.jpg  
625,345418972,9780345418980,Michael Crichton,1987,Sphere,eng,3.77,128244,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
626,312348673,9780312348670,Emily Giffin,2008,Love the One You're With,en-US,3.7,124812,https://images.gr-assets.com/books/1361466590m/2120652.jpg  
627,316206873,9780316206880,"Robert Galbraith, J.K. Rowling",2014,"The Silkworm (Cormoran Strike, #2)",eng,4.03,120008,https://images.gr-assets.com/books/1392577290m/18214414.jpg  
628,345476883,9780345476880,Anne Rice,1985,"The Vampire Lestat (The Vampire Chronicles, #2)",eng,4.05,141299,https://images.gr-assets.com/books/1347515742m/43814.jpg  
629,62049801,9780062049800,Ann Patchett,2011,State of Wonder,eng,3.85,124837,https://images.gr-assets.com/books/1454428541m/9118135.jpg  
630,374533571,9780374533570,Matthew Quick,2008,The Silver Linings Playbook,en-US,4,110939,https://images.gr-assets.com/books/1358277412m/13539044.jpg  
631,743272498,9780743272490,Philippa Gregory,2005,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",en-US,3.88,124786,https://images.gr-assets.com/books/1355932704m/16181.jpg  
632,151009988,9780151009980,"Virginia Woolf, Maureen Howard",1925,Mrs. Dalloway,en-US,3.78,136327,https://images.gr-assets.com/books/1479336522m/14942.jpg  
633,1843913720,9781843913730,"Jonas Jonasson, Rod Bradbury",2009,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,en-GB,3.81,92275,https://images.gr-assets.com/books/1334848488m/13486632.jpg  
634,786226749,9780786226740,John Irving,1985,The Cider House Rules,eng,4.1,124876,https://images.gr-assets.com/books/1327962519m/4687.jpg  
635,451190750,9780451190760,"Richard Bachman, Stephen King",1984,Thinner,en-GB,3.66,130219,https://images.gr-assets.com/books/1346947063m/10605.jpg  
636,60739495,9780060739490,Sharon Creech,1994,Walk Two Moons,eng,3.95,129350,https://images.gr-assets.com/books/1389035862m/53496.jpg  
637,60589280,9780060589290,"Paulo Coelho, Margaret Jull Costa",2003,Eleven Minutes,eng,3.69,102206,https://images.gr-assets.com/books/1358266987m/1430.jpg  
638,316767727,9780316767730,J.D. Salinger,1953,Nine Stories,eng,4.19,105138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
639,1416912045,9781416912040,Neal Shusterman,2007,"Unwind (Unwind, #1)",eng,4.18,143892,https://images.gr-assets.com/books/1297677706m/764347.jpg  
640,385335989,9780385335980,Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)",eng,4.34,123736,https://images.gr-assets.com/books/1500688941m/10988.jpg  
641,399256768,9780399256770,Marie Lu,2013,"Prodigy (Legend, #2)",eng,4.29,149702,https://images.gr-assets.com/books/1336254717m/13414446.jpg  
642,435233076,9780435233080,Arthur Miller,1949,Death of a Salesman,eng,3.49,132061,https://images.gr-assets.com/books/1469024140m/12898.jpg  
643,446579920,9780446579930,Nicholas Sparks,2007,The Choice,en-US,3.99,93479,https://images.gr-assets.com/books/1385739133m/531350.jpg  
644,545422906,9780545422900,Kate Egan,2012,The Hunger Games: Official Illustrated Movie Companion,en-US,4.51,119915,https://images.gr-assets.com/books/1363678804m/11742691.jpg  
645,452287588,9780452287590,Eckhart Tolle,2005,A New Earth: Awakening to Your Life's Purpose,eng,4.02,106211,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
646,1591164419,9781591164420,Tite Kubo,2002,"Bleach, Volume 01",eng,4.21,120004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
647,1451666179,9781451666180,Allie Brosh,2013,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",eng,4.17,118910,https://images.gr-assets.com/books/1409522492m/17571564.jpg  
648,812513738,9780812513740,Robert Jordan,1992,"The Shadow Rising (Wheel of Time, #4)",en-US,4.21,122524,https://images.gr-assets.com/books/1470841890m/9539.jpg  
649,441015891,9780441015890,Charlaine Harris,2008,"From Dead to Worse (Sookie Stackhouse, #8)",eng,4.01,151095,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
650,670032565,9780670032560,"Stephen King, Ned Dameron",1991,"The Waste Lands (The Dark Tower, #3)",eng,4.24,117483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
651,451188454,9780451188460,Jeffery Deaver,1997,"The Bone Collector (Lincoln Rhyme, #1)",en-US,4.18,120541,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
652,375408266,9780375408270,"Bernhard Schlink, Carol Brown Janeway",1995,The Reader,eng,3.73,119911,https://images.gr-assets.com/books/1327936339m/101299.jpg  
653,805047905,9780805047900,"Bill Martin Jr., Eric Carle",1967,"Brown Bear, Brown Bear, What Do You See?",eng,4.19,125668,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
654,553283685,9780553283690,Dan Simmons,1989,"Hyperion (Hyperion Cantos, #1)",eng,4.21,122225,https://images.gr-assets.com/books/1405546838m/77566.jpg  
655,142000698,9780142000690,John Steinbeck,1947,The Pearl,eng,3.41,133264,https://images.gr-assets.com/books/1437234939m/5308.jpg  
656,61007226,9780061007220,William Peter Blatty,1971,The Exorcist,en-US,4.14,124467,https://images.gr-assets.com/books/1375168676m/179780.jpg  
657,440174643,9780440174650,Alex Haley,1976,Roots: The Saga of an American Family,en-US,4.42,118951,https://images.gr-assets.com/books/1329398936m/546018.jpg  
